kind,name,width,height,format,ppu,pivotX,pivotY,rectX,rectY,rectW,rectH,sourceTexture,category
sprite,Furnace_2,,,,16.0,0.5,0.5,104.0,31.0,28.0,43.0,Furnace,building
sprite,Deer_Runing_64x64_45,,,,16.0,0.5,0.5,320.0,128.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,Frog Hopping TR_4,,,,16.0,0.5,0.5,64.0,0.0,16.0,16.0,Frog Hopping TR,mob
sprite,Deer_Idle_64x64_33,,,,16.0,0.5,0.5,64.0,192.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,Sword BR_17,,,,16.0,0.5,0.5,815.0,0.0,32.3,32.0,,tool
sprite,EffectDisplay_23,,,,16.0,0.5,0.5,66.0,66.0,22.0,22.0,EffectDisplay,effect
sprite,Deer_Idle_64x64_19,,,,16.0,0.5,0.5,192.0,320.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,MushRooms_18,,,,16.0,0.5,0.5,8.0,165.0,20.0,22.0,MushRooms,plant
sprite,Armadillo Idle_33,,,,16.0,0.5,0.5,64.0,192.0,64.0,64.0,Armadillo Idle,mob
sprite,MushRooms_40,,,,16.0,0.5,0.5,43.0,103.0,11.0,16.0,MushRooms,plant
sprite,NatureExtension_17,,,,16.0,0.5,0.5,164.0,103.0,28.0,20.0,NatureExtension,other
sprite,PlayerHitLeftAnimation_2,,,,16.0,0.5,0.5,123.0,22.0,22.0,21.0,PlayerHitLeftAnimation,other
sprite,MushRooms_66,,,,16.0,0.5,0.5,199.0,40.0,14.0,18.0,MushRooms,plant
sprite,SlimeAnimation_9,,,,16.0,0.5,0.5,270.0,162.0,30.0,18.0,SlimeAnimation,mob
sprite,Frog Idle TL_4,,,,16.0,0.5,0.5,64.0,0.0,16.0,16.0,Frog Idle TL,mob
sprite,Frog Hopping L_5,,,,16.0,0.5,0.5,80.0,0.0,16.0,16.0,Frog Hopping L,mob
sprite,Deer_Standing_64x64_0,,,,16.0,0.5,0.5,0.0,448.0,64.0,64.0,Deer_Standing_64x64,mob
sprite,ProccesUI_3,,,,16.0,0.5,0.5,75.0,297.0,20.0,21.0,ProccesUI,ui
sprite,Deer_Standing_64x64_9,,,,16.0,0.5,0.5,64.0,384.0,64.0,64.0,Deer_Standing_64x64,mob
sprite,Frog Hopping T_2,,,,16.0,0.5,0.5,32.0,0.0,16.0,16.0,Frog Hopping T,mob
sprite,ItemsSandCopperLeatherGlass_2,,,,16.0,0.5,0.5,41.0,79.0,17.0,17.0,,resource
sprite,DirtBlock_NorGrid_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,DirtBlock_NorGrid,block
sprite,Digging TR_8,,,,16.0,0.5,0.5,256.0,0.0,32.0,32.0,,other
sprite,ProcessingUiNew_16,,,,16.0,0.5,0.5,12.0,31.0,147.0,28.0,ProcessingUiNew,ui
sprite,GrassBlock2_NorGrid_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,48.0,GrassBlock2_NorGrid,block
sprite,Starting set_48,,,,16.0,0.5,0.5,303.0,56.0,32.0,48.0,,other
sprite,Player SR_0,,,,16.0,0.5,0.5,0.0,0.0,12.0,19.0,,other
sprite,GrassBlock4_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,,block
sprite,ISO-CORE Snow Biome_27,,,,16.0,0.5,0.5,313.0,105.0,21.0,17.0,ISO-CORE Snow Biome,biome
sprite,ProcessingUiNew_4,,,,16.0,0.5,0.5,12.0,213.0,99.0,34.0,ProcessingUiNew,ui
sprite,Frog Idle BL_4,,,,16.0,0.5,0.5,64.0,0.0,16.0,16.0,Frog Idle BL,mob
sprite,Digging BR_5,,,,16.0,0.5,0.5,160.0,0.0,32.0,32.0,,other
sprite,Frog Idle BR_7,,,,16.0,0.5,0.5,112.0,0.0,16.0,16.0,Frog Idle BR,mob
sprite,ISO-CORE Desert Biome_30,,,,16.0,0.5,0.5,19.0,56.0,34.0,56.0,ISO-CORE Desert Biome,biome
sprite,MechanicsUI_8,,,,16.0,0.5,0.5,96.0,56.0,97.0,47.0,MechanicsUI,ui
sprite,Deer_Runing_64x64_62,,,,16.0,0.5,0.5,384.0,0.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,GrassBlock_NorGrid_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,GrassBlock_NorGrid,block
sprite,SnowBlock8_NorGrid_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,SnowBlock8_NorGrid,block
sprite,StonePath_10,,,,16.0,0.5,0.5,152.0,300.0,32.0,48.0,,path
sprite,FirePit_1,,,,16.0,0.5,0.5,32.0,13.0,20.0,30.0,,other
sprite,WoodFens_10,,,,16.0,0.5,0.5,194.0,171.0,32.0,24.0,,resource
sprite,EffectDisplay_25,,,,16.0,0.5,0.5,110.0,66.0,22.0,22.0,EffectDisplay,effect
sprite,Deer_Idle_64x64_45,,,,16.0,0.5,0.5,320.0,128.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,Frog Hopping TL_1,,,,16.0,0.5,0.5,16.0,0.0,16.0,16.0,Frog Hopping TL,mob
sprite,ISO-CORE Snow Biome_10,,,,16.0,0.5,0.5,142.0,165.0,32.0,48.0,ISO-CORE Snow Biome,biome
sprite,Frog Hopping L_2,,,,16.0,0.5,0.5,32.0,0.0,16.0,16.0,Frog Hopping L,mob
sprite,SandTileBoarderExtension_1,,,,16.0,0.5,0.5,209.0,277.0,32.0,48.0,,other
sprite,Bed_1,,,,16.0,0.5,0.5,28.0,0.0,28.0,24.0,Bed,other
sprite,MechanicsUI_6,,,,16.0,0.5,0.5,48.0,160.0,36.0,36.0,MechanicsUI,ui
sprite,TestFish_7,,,,16.0,0.5,0.5,154.0,0.0,22.0,22.0,TestFish,mob
sprite,EffectDisplay_7,,,,16.0,0.5,0.5,154.0,110.0,22.0,22.0,EffectDisplay,effect
sprite,Image1_3,,,,16.0,0.5,0.5,48.0,984.0,16.0,16.0,Image1,other
sprite,Deer_Runing_64x64_34,,,,16.0,0.5,0.5,128.0,192.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,Chopping L_2,,,,16.0,0.5,0.5,64.0,0.0,30.0,32.0,,other
sprite,Deer_Runing_64x64_36,,,,16.0,0.5,0.5,256.0,192.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,Chopping TL_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,32.0,,other
sprite,SeaGrass_2,,,,16.0,0.5,0.5,44.0,0.0,22.0,26.0,SeaGrass,other
sprite,Fox_Idle_10,,,,16.0,0.5,0.5,104.0,312.0,52.0,52.0,Fox_Idle,mob
sprite,ISO-CORE Snow Biome_29,,,,16.0,0.5,0.5,19.0,88.0,11.0,14.0,ISO-CORE Snow Biome,biome
sprite,FloatingSkullMob_5,,,,16.0,0.5,0.5,172.0,98.0,9.0,28.0,FloatingSkullMob,mob
sprite,Deer_Idle_64x64_0,,,,16.0,0.5,0.5,0.0,448.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,ISO-CORE Snow Biome_3,,,,16.0,0.5,0.5,106.0,254.0,32.0,48.0,ISO-CORE Snow Biome,biome
sprite,GrassBlock2_0,,,,16.0,0.5,0.5,0.0,0.0,32.0,48.0,,block
sprite,SnowBlock9_NorGrid_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,SnowBlock9_NorGrid,block
sprite,Armadillo Idle_12,,,,16.0,0.5,0.5,256.0,384.0,64.0,64.0,Armadillo Idle,mob
sprite,Image1_87,,,,16.0,0.5,0.5,400.0,968.0,16.0,16.0,Image1,other
sprite,WatterTiles_0,,,,16.0,0.5,0.5,0.0,0.0,32.0,46.0,WatterTiles,other
sprite,ProcessingUiNew_14,,,,16.0,0.5,0.5,13.0,110.0,145.0,34.0,ProcessingUiNew,ui
sprite,ISO-CORE Bridge_1,,,,16.0,0.5,0.5,82.0,103.0,32.0,48.0,,build
sprite,EffectDisplay_20,,,,16.0,0.5,0.5,0.0,66.0,22.0,22.0,EffectDisplay,effect
sprite,MushRooms_72,,,,16.0,0.5,0.5,135.0,6.0,18.0,21.0,MushRooms,plant
sprite,WoodFens_3,,,,16.0,0.5,0.5,156.0,262.0,32.0,24.0,,resource
sprite,WoodFloorBlock6_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,WoodFloorBlock6,block
sprite,WoodFloorBlock10_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,48.0,WoodFloorBlock10,block
sprite,TeleportPoint_1,,,,16.0,0.5,0.5,24.0,0.0,24.0,50.0,TeleportPoint,other
sprite,Sword BL_8,,,,16.0,0.5,0.5,256.0,0.0,32.0,32.0,,tool
sprite,ISO-CORE Snow Biome_6,,,,16.0,0.5,0.5,2.0,165.0,32.0,48.0,ISO-CORE Snow Biome,biome
sprite,Deer_Runing_64x64_40,,,,16.0,0.5,0.5,0.0,128.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,Armadillo Idle_61,,,,16.0,0.5,0.5,320.0,0.0,64.0,64.0,Armadillo Idle,mob
sprite,SnowBlock5_NorGrid_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,48.0,SnowBlock5_NorGrid,block
sprite,Digging TL_6,,,,16.0,0.5,0.5,192.0,0.0,32.0,32.0,,other
sprite,Sword TL_16,,,,16.0,0.5,0.5,512.0,0.0,32.0,32.0,,tool
sprite,PlayerHitLeftAnimation_5,,,,16.0,0.5,0.5,276.0,21.0,14.0,23.0,PlayerHitLeftAnimation,other
sprite,Image1_31,,,,16.0,0.5,0.5,496.0,984.0,16.0,16.0,Image1,other
sprite,Fox_Idle_60,,,,16.0,0.5,0.5,208.0,0.0,52.0,52.0,Fox_Idle,mob
sprite,Armadillo Idle_40,,,,16.0,0.5,0.5,0.0,128.0,64.0,64.0,Armadillo Idle,mob
sprite,DirtBlock_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,,block
sprite,FirePit_6,,,,16.0,0.5,0.5,137.0,13.0,20.0,30.0,,other
sprite,PlayerSwimmingIdle_1,,,,16.0,0.5,0.5,22.0,0.0,22.0,40.0,,other
sprite,Digging B_5,,,,16.0,0.5,0.5,160.0,0.0,32.0,32.0,,other
sprite,Starting set_25,,,,16.0,0.5,0.5,291.0,354.0,13.0,15.0,,other
sprite,WoodFens_8,,,,16.0,0.5,0.5,192.0,200.0,32.0,24.0,,resource
sprite,Sword L_5,,,,16.0,0.5,0.5,160.0,0.0,32.0,32.0,,tool
sprite,SoilBlock_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,48.0,,block
sprite,Hitting BL_3,,,,16.0,0.5,0.5,45.0,0.0,15.0,18.0,,other
sprite,MushRooms_14,,,,16.0,0.5,0.5,147.0,198.0,8.0,9.0,MushRooms,plant
sprite,Player F_6,,,,16.0,0.5,0.5,78.0,0.0,13.0,20.0,,other
sprite,PlayerSwimmingUp_1,,,,16.0,0.5,0.5,22.0,0.0,22.0,40.0,,other
sprite,PineTree_7,,,,16.0,0.5,0.5,358.0,21.0,35.0,48.0,PineTree,tree
sprite,Armadillo Walk_4,,,,16.0,0.5,0.5,256.0,448.0,64.0,64.0,Armadillo Walk,mob
sprite,ButtonsUI_0,,,,16.0,0.5,0.5,17.0,69.0,11.0,18.0,ButtonsUI,ui
sprite,GrassBlock4_NorGrid_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,48.0,GrassBlock4_NorGrid,block
sprite,Frog Hopping TL_6,,,,16.0,0.5,0.5,96.0,0.0,16.0,16.0,Frog Hopping TL,mob
sprite,SandBlock6_NorGrid_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,SandBlock6_NorGrid,block
sprite,Deer_Runing_64x64_56,,,,16.0,0.5,0.5,0.0,0.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,MushRooms_22,,,,16.0,0.5,0.5,109.0,170.0,6.0,9.0,MushRooms,plant
sprite,Frog Idle BR_3,,,,16.0,0.5,0.5,48.0,0.0,16.0,16.0,Frog Idle BR,mob
sprite,PlayerFullWalkingAnimation_6,,,,16.0,0.5,0.5,63.0,349.0,10.0,18.0,PlayerFullWalkingAnimation,other
sprite,Deer_Standing_64x64_25,,,,16.0,0.5,0.5,64.0,256.0,64.0,64.0,Deer_Standing_64x64,mob
sprite,StonePath_22,,,,16.0,0.5,0.5,84.0,153.0,32.0,48.0,,path
sprite,Sword BL_15,,,,16.0,0.5,0.5,480.0,0.0,32.0,32.0,,tool
sprite,PickAx_22,,,,16.0,0.5,0.5,127.0,110.0,30.0,20.0,,other
sprite,SnowBlock4_NorGrid_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,48.0,SnowBlock4_NorGrid,block
sprite,Player BL_3,,,,16.0,0.5,0.5,42.0,0.0,14.0,19.0,,other
sprite,Butterfly_0,,,,16.0,0.5,0.5,0.0,0.0,16.0,16.0,Butterfly,mob
sprite,Digging TR_5,,,,16.0,0.5,0.5,160.0,0.0,32.0,32.0,,other
sprite,decorativeFoliage_7,,,,16.0,0.5,0.5,155.0,179.0,18.0,13.0,decorativeFoliage,other
sprite,WoodFloorBlock10_0,,,,16.0,0.5,0.5,0.0,0.0,32.0,48.0,WoodFloorBlock10,block
sprite,EffectDisplay_27,,,,16.0,0.5,0.5,154.0,66.0,22.0,22.0,EffectDisplay,effect
sprite,SnowBlock9_NorGrid_0,,,,16.0,0.5,0.5,0.0,0.0,32.0,48.0,SnowBlock9_NorGrid,block
sprite,SnowBlock4_NorGrid_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,SnowBlock4_NorGrid,block
sprite,Fox_Idle_62,,,,16.0,0.5,0.5,312.0,0.0,52.0,52.0,Fox_Idle,mob
sprite,GrassBlock_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,,block
sprite,Chopping BR_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,32.0,,other
sprite,WaterBlock_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,48.0,,block
sprite,Deer_Runing_64x64_48,,,,16.0,0.5,0.5,0.0,64.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,Image1_34,,,,16.0,0.5,0.5,544.0,984.0,16.0,16.0,Image1,other
sprite,Kiln_3,,,,16.0,0.5,0.5,110.0,0.0,22.0,44.0,Kiln,building
sprite,BerryBush_0,,,,16.0,0.5,0.5,0.0,0.0,22.0,22.0,BerryBush,other
sprite,DirtBlockRocksAndSeaGrass2_NorGrid_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,48.0,DirtBlockRocksAndSeaGrass2_NorGrid,block
sprite,Image1_18,,,,16.0,0.5,0.5,288.0,984.0,16.0,16.0,Image1,other
sprite,TransparentBlock_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,48.0,TransparentBlock,block
sprite,PlayerSwimmingDownRight_3,,,,16.0,0.5,0.5,66.0,0.0,22.0,40.0,,other
sprite,Deer_Runing_64x64_46,,,,16.0,0.5,0.5,384.0,128.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,Hitting F_0,,,,16.0,0.5,0.5,1.0,0.0,13.0,17.0,,other
sprite,Farming F_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,32.0,,other
sprite,SandBlock2_NorGrid_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,SandBlock2_NorGrid,block
sprite,Fox_Default_Run_3,,,,16.0,0.5,0.5,144.0,0.0,48.0,48.0,Fox_Default_Run,mob
sprite,Digging R_6,,,,16.0,0.5,0.5,192.0,0.0,32.0,32.0,,other
sprite,Deer_Idle_64x64_16,,,,16.0,0.5,0.5,0.0,320.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,WoodFloorBlock4_0,,,,16.0,0.5,0.5,0.0,0.0,32.0,48.0,WoodFloorBlock4,block
sprite,PickAx_25,,,,16.0,0.5,0.5,105.0,67.0,19.0,31.0,,other
sprite,Sword BL_13,,,,16.0,0.5,0.5,416.0,0.0,32.0,32.0,,tool
sprite,Fox_Running_43,,,,16.0,0.5,0.5,156.0,104.0,52.0,52.0,Fox_Running,mob
sprite,SlimeItem_0,,,,16.0,0.5,0.5,17.0,15.0,17.0,17.0,,mob
sprite,FirstItems_1,,,,16.0,0.5,0.5,24.0,39.0,17.0,17.0,,item
sprite,Deer_Runing_64x64_49,,,,16.0,0.5,0.5,64.0,64.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,ISO-CORE Snow Biome_48,,,,16.0,0.5,0.5,295.0,254.0,32.0,48.0,ISO-CORE Snow Biome,biome
sprite,Digging R_5,,,,16.0,0.5,0.5,160.0,0.0,32.0,32.0,,other
sprite,Deer_Runing_64x64_41,,,,16.0,0.5,0.5,64.0,128.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,SandTileBoarderExtension_2,,,,16.0,0.5,0.5,244.0,277.0,32.0,48.0,,other
sprite,Sword BR_7,,,,16.0,0.5,0.5,345.0,0.0,32.3,32.0,,tool
sprite,PlayerFullHitAnimation_20,,,,16.0,0.5,0.5,123.0,24.0,22.0,18.0,PlayerFullHitAnimation,other
sprite,Fox_Default_3,,,,16.0,0.5,0.5,144.0,0.0,48.0,48.0,Fox_Default,mob
sprite,Frog Idle L_7,,,,16.0,0.5,0.5,112.0,0.0,16.0,16.0,Frog Idle L,mob
sprite,EffectDisplay_19,,,,16.0,0.5,0.5,198.0,88.0,22.0,22.0,EffectDisplay,effect
sprite,ClayBlock_NorGrid_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,48.0,ClayBlock_NorGrid,block
sprite,ISO-CORE Bridge_5,,,,16.0,0.5,0.5,117.0,48.0,32.0,48.0,,build
sprite,MushRooms_9,,,,16.0,0.5,0.5,4.0,198.0,24.0,20.0,MushRooms,plant
sprite,PickAx_16,,,,16.0,0.5,0.5,83.0,142.0,21.0,22.0,,other
sprite,Starting set_15,,,,16.0,0.5,0.5,81.0,400.0,5.0,6.0,,other
sprite,InventoryUI_0,,,,16.0,0.5,0.5,49.0,120.0,99.0,19.0,InventoryUI,ui
sprite,EffectDisplay_11,,,,16.0,0.5,0.5,22.0,88.0,22.0,22.0,EffectDisplay,effect
sprite,Sword BR_8,,,,16.0,0.5,0.5,392.0,0.0,32.3,32.0,,tool
sprite,Fox_Idle_6,,,,16.0,0.5,0.5,312.0,364.0,52.0,52.0,Fox_Idle,mob
sprite,ISO-CORE Paths_0,,,,16.0,0.5,0.5,30.0,124.0,28.0,16.0,ISO-CORE Paths,path
sprite,BlockIcons1_1,,,,16.0,0.5,0.5,16.0,28.0,17.0,17.0,,block
sprite,ISO-CORE Desert Biome_1,,,,16.0,0.5,0.5,10.0,249.0,32.0,48.0,ISO-CORE Desert Biome,biome
sprite,SnowBlock3_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,48.0,SnowBlock3,block
sprite,PlayerStatsUI_2,,,,16.0,0.5,0.5,3.0,24.0,68.0,17.0,PlayerStatsUI,ui
sprite,SnowBlock_NorGrid_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,SnowBlock_NorGrid,block
sprite,Deer_Runing_64x64_47,,,,16.0,0.5,0.5,448.0,128.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,ProcessingUiNew_3,,,,16.0,0.5,0.5,246.0,277.0,13.0,13.0,ProcessingUiNew,ui
sprite,IronTools_2,,,,16.0,0.5,0.5,17.0,43.0,17.0,17.0,,tool
sprite,PlayerHitLeftAnimation_4,,,,16.0,0.5,0.5,224.0,20.0,19.0,25.0,PlayerHitLeftAnimation,other
sprite,WoodFloorBlock12_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,WoodFloorBlock12,block
sprite,Deer_Idle_64x64_52,,,,16.0,0.5,0.5,256.0,64.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,EffectDisplay_2,,,,16.0,0.5,0.5,44.0,110.0,22.0,22.0,EffectDisplay,effect
sprite,PlayerStatsUI_4,,,,16.0,0.5,0.5,2.0,8.0,52.0,7.0,PlayerStatsUI,ui
sprite,Deer_Idle_64x64_28,,,,16.0,0.5,0.5,256.0,256.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,Image1_29,,,,16.0,0.5,0.5,464.0,984.0,16.0,16.0,Image1,other
sprite,Sword BR_11,,,,16.0,0.5,0.5,533.0,0.0,32.3,32.0,,tool
sprite,Player TR_5,,,,16.0,0.5,0.5,70.0,0.0,14.0,20.0,,other
sprite,DirtBlockWithRocks_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,48.0,DirtBlockWithRocks,block
sprite,MushRooms_1,,,,16.0,0.5,0.5,43.0,232.0,10.0,17.0,MushRooms,plant
sprite,EffectDisplay_10,,,,16.0,0.5,0.5,0.0,88.0,22.0,22.0,EffectDisplay,effect
sprite,Fox_Idle_47,,,,16.0,0.5,0.5,364.0,104.0,52.0,52.0,Fox_Idle,mob
sprite,SnowBlock3_NorGrid_0,,,,16.0,0.5,0.5,0.0,0.0,32.0,48.0,SnowBlock3_NorGrid,block
sprite,Fox_Running_36,,,,16.0,0.5,0.5,208.0,156.0,52.0,52.0,Fox_Running,mob
sprite,Fox_Running_19,,,,16.0,0.5,0.5,156.0,260.0,52.0,52.0,Fox_Running,mob
sprite,Image1_61,,,,16.0,0.5,0.5,976.0,984.0,16.0,16.0,Image1,other
sprite,Deer_Runing_64x64_43,,,,16.0,0.5,0.5,192.0,128.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,WoodFloorBlock2_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,WoodFloorBlock2,block
sprite,Starting set_21,,,,16.0,0.5,0.5,174.0,363.0,21.0,17.0,,other
sprite,Sword TL_6,,,,16.0,0.5,0.5,192.0,0.0,32.0,32.0,,tool
sprite,decorativeFoliage_41,,,,16.0,0.5,0.5,89.0,70.0,18.0,12.0,decorativeFoliage,other
sprite,Digging F_0,,,,16.0,0.5,0.5,0.0,0.0,32.0,32.0,,other
sprite,Deer_Idle_64x64_21,,,,16.0,0.5,0.5,320.0,320.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,SnowBlock6_NorGrid_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,SnowBlock6_NorGrid,block
sprite,ClayBlock_NorGrid_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,ClayBlock_NorGrid,block
sprite,Frog Idle B_1,,,,16.0,0.5,0.5,16.0,0.0,16.0,16.0,Frog Idle B,mob
sprite,ISO-CORE Desert Biome_2,,,,16.0,0.5,0.5,45.0,249.0,32.0,48.0,ISO-CORE Desert Biome,biome
sprite,TreeAnimation_11,,,,16.0,0.5,0.5,674.0,10.0,31.0,44.0,TreeAnimation,tree
sprite,Image1_17,,,,16.0,0.5,0.5,272.0,984.0,16.0,16.0,Image1,other
sprite,Armadillo Idle_29,,,,16.0,0.5,0.5,320.0,256.0,64.0,64.0,Armadillo Idle,mob
sprite,Digging L_8,,,,16.0,0.5,0.5,256.0,0.0,32.0,32.0,,other
sprite,StorageUI_3,,,,16.0,0.5,0.5,195.0,257.0,14.0,13.0,StorageUI,ui
sprite,Frog Idle TL_3,,,,16.0,0.5,0.5,48.0,0.0,16.0,16.0,Frog Idle TL,mob
sprite,ItemsExtension_4,,,,16.0,0.5,0.5,13.0,107.0,17.0,17.0,,item
sprite,DirtBlockWithRocks_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,DirtBlockWithRocks,block
sprite,FloatingSkullMob_35,,,,16.0,0.5,0.5,268.0,2.0,9.0,28.0,FloatingSkullMob,mob
sprite,GrassBlock7_NorGrid_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,GrassBlock7_NorGrid,block
sprite,Player TL_5,,,,16.0,0.5,0.5,70.0,0.0,14.0,20.0,,other
sprite,Deer_Idle_64x64_13,,,,16.0,0.5,0.5,320.0,384.0,64.0,64.0,Deer_Idle_64x64,mob
sprite,Frog Idle T_3,,,,16.0,0.5,0.5,48.0,0.0,16.0,16.0,Frog Idle T,mob
sprite,PlayerFullHitAnimation_23,,,,16.0,0.5,0.5,278.0,24.0,12.0,18.0,PlayerFullHitAnimation,other
sprite,WhiteSpiralFlower_0,,,,16.0,0.5,0.5,0.0,0.0,14.0,22.0,WhiteSpiralFlower,plant
sprite,ISO-CORE Snow Biome_46,,,,16.0,0.5,0.5,226.0,254.0,32.0,48.0,ISO-CORE Snow Biome,biome
sprite,WhiteBellFower_0,,,,16.0,0.5,0.5,0.0,0.0,22.0,22.0,WhiteBellFower,other
sprite,StonePath_11,,,,16.0,0.5,0.5,186.0,300.0,32.0,48.0,,path
sprite,GrassBlock5_2,,,,16.0,0.5,0.5,64.0,0.0,32.0,48.0,,block
sprite,Sword B_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,28.0,,tool
sprite,Starting set_18,,,,16.0,0.5,0.5,63.0,344.0,31.0,45.0,,other
sprite,FishSwimDownRight_2,,,,16.0,0.5,0.5,32.0,0.0,16.0,16.0,FishSwimDownRight,mob
sprite,WoodFens_0,,,,16.0,0.5,0.5,172.0,326.0,32.0,24.0,,resource
sprite,SnowBlock9_NorGrid_3,,,,16.0,0.5,0.5,96.0,0.0,32.0,48.0,SnowBlock9_NorGrid,block
sprite,Fox_Default_4,,,,16.0,0.5,0.5,192.0,0.0,48.0,48.0,Fox_Default,mob
sprite,SandBlock3_NorGrid_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,48.0,SandBlock3_NorGrid,block
sprite,InfoUI_1,,,,16.0,0.5,0.5,97.0,36.0,67.0,24.0,InfoUI,ui
sprite,FloatingSkullMob_0,,,,16.0,0.5,0.5,12.0,98.0,9.0,28.0,FloatingSkullMob,mob
sprite,UICategoryButtons_0,,,,16.0,0.5,0.5,69.0,114.0,55.0,25.0,UICategoryButtons,ui
sprite,GrassBlock7_NorGrid_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,GrassBlock7_NorGrid,block
sprite,NatureExtension_16,,,,16.0,0.5,0.5,126.0,101.0,32.0,24.0,NatureExtension,other
sprite,Starting set_33,,,,16.0,0.5,0.5,84.0,197.0,32.0,48.0,,other
sprite,PlayerSwimmingIdle_5,,,,16.0,0.5,0.5,110.0,0.0,22.0,40.0,,other
sprite,SnowTileGridExtensionn_7,,,,16.0,0.5,0.5,342.0,314.0,32.0,48.0,,other
sprite,DirtBlockRocksAndSeaGrass_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,DirtBlockRocksAndSeaGrass,block
sprite,PlayerSwimmingIdle_4,,,,16.0,0.5,0.5,88.0,0.0,22.0,40.0,,other
sprite,Digging B_9,,,,16.0,0.5,0.5,288.0,0.0,32.0,32.0,,other
sprite,LilyPads_3,,,,16.0,0.5,0.5,48.0,0.0,16.0,16.0,LilyPads,other
sprite,decorativeFoliage_33,,,,16.0,0.5,0.5,126.0,89.0,14.0,6.0,decorativeFoliage,other
sprite,SnowTileGridExtensionn_15,,,,16.0,0.5,0.5,307.0,256.0,32.0,48.0,,other
sprite,Armadillo Idle_42,,,,16.0,0.5,0.5,128.0,128.0,64.0,64.0,Armadillo Idle,mob
sprite,Deer_Runing_64x64_23,,,,16.0,0.5,0.5,448.0,320.0,64.0,64.0,Deer_Runing_64x64,mob
sprite,MushroomExtensionIcons_4,,,,16.0,0.5,0.5,73.0,170.0,17.0,17.0,,plant
sprite,Armadillo Walk_2,,,,16.0,0.5,0.5,128.0,448.0,64.0,64.0,Armadillo Walk,mob
sprite,Armadillo Walk_42,,,,16.0,0.5,0.5,128.0,128.0,64.0,64.0,Armadillo Walk,mob
sprite,SnowBlock7_4,,,,16.0,0.5,0.5,128.0,0.0,32.0,48.0,SnowBlock7,block
sprite,Farming BR_1,,,,16.0,0.5,0.5,32.0,0.0,32.0,32.0,,other
sprite,SnowTileGridExtensionn_16,,,,16.0,0.5,0.5,342.0,256.0,32.0,48.0,,other
