"Path","Category","Subcategory","AssetName","TypeName","BodyTypes","AnimationCount","Animations","VariantCount","Variants","RecolorMaterial","RecolorPalettes","LayerCount","LayerPaths","Licenses","AuthorCount"
"hair/long/hair_long_messy.json","hair","long","Long messy","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/long_messy/adult/","CC-BY 3.0;GPL 2.0;GPL 3.0","2"
"hair/long/hair_long_messy2.json","hair","long","Long messy2","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/long_messy2/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/long/hair_long_straight.json","hair","long","Long straight","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/long_straight/adult/","CC0","3"
"hair/long/hair_loose.json","hair","long","Loose","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/loose/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/long/hair_wavy.json","hair","long","Wavy","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","2","hair/wavy/adult/bg/;hair/wavy/adult/fg/","CC-BY-SA 3.0;GPL 2.0;GPL 3.0;OGA-BY 3.0","2"
"hair/mustaches/beards_bigstache.json","hair","mustaches","Big Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/bigstache/","CC-BY-SA 3.0;GPL 3.0","3"
"hair/mustaches/beards_chevron.json","hair","mustaches","Chevron Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/chevron/","OGA-BY 3.0","1"
"hair/mustaches/beards_french.json","hair","mustaches","French Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/french/","CC-BY-SA 3.0;GPL 3.0","3"
"hair/mustaches/beards_handlebar.json","hair","mustaches","Handlebar Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/handlebar/","OGA-BY 3.0","1"
"hair/mustaches/beards_horseshoe.json","hair","mustaches","Horseshoe Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/horseshoe/","OGA-BY 3.0","1"
"hair/mustaches/beards_lampshade.json","hair","mustaches","Lampshade Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/lampshade/","OGA-BY 3.0","1"
"hair/mustaches/beards_mustache.json","hair","mustaches","Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/basic/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/mustaches/beards_walrus.json","hair","mustaches","Walrus Mustache","mustache","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","beards/mustache/walrus/","OGA-BY 3.0","1"
"hair/pigtails/hair_bunches.json","hair","pigtails","Bunches","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","2","hair/bunches/adult/bg/;hair/bunches/adult/fg/","CC-BY-SA 3.0;GPL 3.0","3"
"hair/pigtails/hair_pigtails.json","hair","pigtails","Pigtails","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","","","1","hair/pigtails/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/pigtails/hair_pigtails_bangs.json","hair","pigtails","Pigtails bangs","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/pigtails_bangs/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_bangs.json","hair","short","Bangs","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/bangs/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_bangsshort.json","hair","short","Bangsshort","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/bangsshort/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_bedhead.json","hair","short","Bedhead","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/bedhead/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_cowlick.json","hair","short","Cowlick","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/cowlick/adult/","CC0","2"
"hair/short/hair_cowlick_tall.json","hair","short","Cowlick tall","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/cowlick_tall/adult/","CC-BY-SA 3.0","2"
"hair/short/hair_curtains.json","hair","short","Curtains","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/curtains/adult/","CC-BY 3.0;GPL 2.0;GPL 3.0","2"
"hair/short/hair_idol.json","hair","short","Idol","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/idol/adult/","CC0","2"
"hair/short/hair_messy.json","hair","short","Messy","hair","child","0","","0","","hair","ulpc;lpcr;all.lpcr","1","hair/messy/child/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","1"
"hair/short/hair_messy1.json","hair","short","Messy1","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/messy1/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_messy2.json","hair","short","Messy2","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/messy2/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_messy3.json","hair","short","Messy3","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/messy3/adult/","CC-BY-SA 3.0","2"
"hair/short/hair_mop.json","hair","short","Mop","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/mop/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_page.json","hair","short","Page","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/page/adult/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","2"
"hair/short/hair_page2.json","hair","short","Page2","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/page2/adult/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"hair/short/hair_parted.json","hair","short","Parted","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/parted/adult/","CC-BY-SA 3.0;GPL 3.0","3"
"hair/short/hair_parted2.json","hair","short","Parted 2","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/parted2/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_parted3.json","hair","short","Parted 3","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/parted3/adult/","OGA-BY 3.0","1"
"hair/short/hair_pixie.json","hair","short","Pixie","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/pixie/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_plain.json","hair","short","Plain","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/plain/adult/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"hair/short/hair_parted_side_bangs.json","hair","short","Side Parted w/Bangs","hair","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/parted_side_bangs/adult;hair/parted_side_bangs/adult/;hair/parted_side_bangs/child/","CC-BY 3.0+;CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0+","1"
"hair/short/hair_parted_side_bangs2.json","hair","short","Side Parted w/Bangs 2","hair","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/parted_side_bangs2/adult;hair/parted_side_bangs2/adult/;hair/parted_side_bangs2/child/","CC-BY 3.0+;CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0+","1"
"hair/short/hair_swoop_side.json","hair","short","Side Swoop","hair","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/swoop_side/adult/;hair/swoop_side/child/","CC-BY 3.0+;CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0+","1"
"hair/short/hair_single.json","hair","short","Single","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","2","hair/single/adult/bg/;hair/single/adult/fg/","CC-BY-SA 3.0;GPL 2.0;GPL 3.0;OGA-BY 3.0","2"
"hair/short/hair_swoop.json","hair","short","Swoop","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/swoop/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/short/hair_unkempt.json","hair","short","Unkempt","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/unkempt/adult/","CC-BY-SA 3.0;GPL 3.0","2"
"hair/spiky/hair_halfmessy.json","hair","spiky","Halfmessy","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/halfmessy/adult/","CC-BY-SA 3.0;GPL 2.0;GPL 3.0;OGA-BY 3.0","2"
"hair/spiky/hair_spiked.json","hair","spiky","Spiked","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/spiked/adult/","CC-BY 4.0","1"
"hair/spiky/hair_spiked_beehive.json","hair","spiky","Spiked beehive","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/spiked_beehive/adult/","CC-BY-SA 3.0","2"
"hair/spiky/hair_spiked_liberty.json","hair","spiky","Spiked liberty","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/spiked_liberty/adult/","CC-BY-SA 3.0","2"
"hair/spiky/hair_spiked_liberty2.json","hair","spiky","Spiked liberty2","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/spiked_liberty2/adult/","CC-BY 3.0","2"
"hair/spiky/hair_spiked_porcupine.json","hair","spiky","Spiked porcupine","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/spiked_porcupine/adult/","CC-BY-SA 3.0","2"
"hair/spiky/hair_spiked2.json","hair","spiky","Spiked2","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/spiked2/adult/","CC-BY-SA 3.0","2"
"hair/xlong/hair_long_band.json","hair","xlong","Long band","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","","","2","hair/long_band/adult/bg/;hair/long_band/adult/fg/","CC-BY-SA 3.0","2"
"hair/xlong/hair_princess.json","hair","xlong","Princess","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","2","hair/princess/adult/bg/;hair/princess/adult/fg/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","2"
"hair/xlong/hair_sara.json","hair","xlong","Sara","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","2","hair/sara/adult/bg/;hair/sara/adult/fg/","CC-BY 3.0;OGA-BY 3.0","4"
"hair/xlong/hair_xlong.json","hair","xlong","Xlong","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","2","hair/xlong/adult/bg/;hair/xlong/adult/fg/","CC-BY-SA 3.0;GPL 2.0;GPL 3.0;OGA-BY 3.0","2"
"hair/xlong/hair_xlong_wavy.json","hair","xlong","XLong Wavy","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","2","hair/xlong_wavy/adult/bg/;hair/xlong_wavy/adult/fg/","OGA-BY 3.0","2"
"head/head_wrinkles.json","head","","Wrinkles","wrinkles","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/wrinkles/","CC0","1"
"head/appendages/head_horns_backwards.json","head","appendages","Backwards Horns","horns","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","57","horns;blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;light;amber;olive;taupe;bronze;brown;skin_black;lavender;skin_blue;zombie_green;skin_green;pale_green;bright_green;dark_green;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white;zombie;metallic_steel;metallic_iron;metallic_ceramic;metallic_brass;metallic_copper;metallic_bronze;metallic_silver;metallic_gold","","","2","head/horns/backwards/adult/bg/;head/horns/backwards/adult/fg/;head/horns/backwards/child/bg/;head/horns/backwards/child/fg/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","1"
"head/appendages/head_horns_curled.json","head","appendages","Curled Horns","horns","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","57","horns;blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;light;amber;olive;taupe;bronze;brown;skin_black;lavender;skin_blue;zombie_green;skin_green;pale_green;bright_green;dark_green;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white;zombie;metallic_steel;metallic_iron;metallic_ceramic;metallic_brass;metallic_copper;metallic_bronze;metallic_silver;metallic_gold","","","1","head/horns/curled/adult/;head/horns/curled/child/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","1"
"head/appendages/head_fins_fin.json","head","appendages","Fin","fins","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/fins/fin/adult/;head/fins/fin/child/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","2"
"head/appendages/head_fins_fin_short.json","head","appendages","Short fin","fins","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/fins/fin_short/adult/;head/fins/fin_short/child/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","2"
"head/ears/head_ears_big.json","head","ears","Big ears","ears","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/ears/big/adult/;head/ears/big/child/","CC-BY-SA 3.0;GPL 3.0","5"
"head/ears/head_ears_down.json","head","ears","Downward Elven Ears","ears","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/ears/down/adult/;head/ears/down/child/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"head/ears/head_ears_dragon.json","head","ears","Dragon Ears","ears","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/ears/dragon/adult/;head/ears/dragon/child/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"head/ears/head_ears_elven.json","head","ears","Elven ears","ears","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/ears/elven/adult/;head/ears/elven/child/","CC-BY-SA 3.0;GPL 3.0","5"
"head/ears/head_ears_hang.json","head","ears","Hanging Elven Ears","ears","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/ears/hang/adult/;head/ears/hang/child/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"head/ears/head_ears_long.json","head","ears","Long ears","ears","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/ears/long/adult/;head/ears/long/child/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"head/ears/head_ears_medium.json","head","ears","Medium Elven Ears","ears","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/ears/medium/adult/;head/ears/medium/child/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"head/eyebrows/eyebrows_thick.json","head","eyebrows","Thick Eyebrows","eyebrows","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","eyes/eyebrows/thick/adult/;eyes/eyebrows/thick/child/","OGA-BY 3.0","1"
"head/eyebrows/eyebrows_thin.json","head","eyebrows","Thin Eyebrows","eyebrows","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","eyes/eyebrows/thin/adult/;eyes/eyebrows/thin/child/","OGA-BY 3.0","1"
"head/eyes/eyes_cyclops.json","head","eyes","Cyclops Eyes","eyes","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","9","cyclops;blue;brown;gray;green;orange;purple;red;yellow","","","1","eyes/cyclops/adult/;eyes/cyclops/child/","CC0","2"
"head/faces/face_angry.json","head","faces","Angry","expression","female;male;muscular;pregnant;teen","15","spellcast;thrust;walk;slash;shoot;watering;idle;jump;run;sit;emote;combat;1h_slash;1h_backslash;1h_halfslash","0","","","","1","head/faces/${head}/anger/","OGA-BY 3.0","3"
"head/faces/face_angry2.json","head","faces","Angry Alt","expression","female;male;muscular;pregnant;teen","15","spellcast;thrust;walk;slash;shoot;watering;idle;jump;run;sit;emote;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/faces/global/angry2/","CC-BY-SA 3.0;GPL 3.0","4"
"head/faces/face_blush.json","head","faces","Blush","expression","female;male;muscular;pregnant;teen","15","spellcast;thrust;walk;slash;shoot;watering;idle;jump;run;sit;emote;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/faces/${head}/blush/","OGA-BY 3.0","3"
"head/faces/face_closed.json","head","faces","Closed Eyes","expression","female;male;muscular;pregnant;teen","15","spellcast;thrust;walk;slash;shoot;watering;idle;jump;run;sit;emote;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","head/faces/${head}/closed/","OGA-BY 3.0","3"
"head/faces/face_closing.json","head","faces","Closing Eyes","expression","female;male;muscular;pregnant;teen","15","spellcast;thrust;walk;slash;shoot;watering;idle;jump;run;sit;emote;combat;1h_slash;1h_backslash;1h_halfslash","0","","","","1","head/faces/${head}/closing/","OGA-BY 3.0","3"
